id,McCabeCyclomaticComplexity,LinesOfCodeInCallable,NumberOfLambdaExpressionsInCallable,NumberOfMethodReferencesPerCallable,MaxNumberOfAddedLines,Severity
1500,4,13,0,0,14,0
1501,1,3,0,0,4,0
1502,1,12,0,0,14,0
1503,11,44,0,0,71,1
1504,1,15,0,0,17,0
1505,10,51,0,0,63,1
1506,2,14,0,0,15,0
1507,2,9,0,0,13,0
1508,2,15,0,0,16,0
1509,8,29,0,0,33,0
1510,4,34,0,0,24,0
1511,3,6,0,0,7,0
1512,1,6,0,0,7,0
1513,1,5,0,0,6,0
1514,1,3,0,0,4,0
1515,1,6,0,0,7,0
1516,1,5,0,0,6,0
1517,5,22,0,0,22,1
1518,1,6,0,0,7,0
1519,9,40,0,0,45,0
1520,3,8,0,0,8,0
1521,1,7,0,0,14,0
1522,1,3,0,0,5,0
1523,1,4,0,0,5,0
1524,3,12,0,0,10,0
1525,5,19,0,0,20,0
1526,2,7,0,0,5,0
1527,3,10,0,0,11,0
1528,2,11,0,0,13,0
1529,3,13,0,0,15,0
1530,6,26,1,0,38,1
1531,5,3,0,0,7,0
1532,1,3,0,0,4,0
1533,2,10,0,0,11,0
1534,4,15,0,0,10,0
1535,3,24,0,0,28,0
1536,3,8,0,0,12,0
1537,1,7,0,0,8,0
1538,10,34,0,0,44,1
1539,1,16,0,0,17,0
1540,1,4,0,0,10,0
1541,9,65,0,0,66,0
1542,1,4,0,0,5,0
1543,1,4,0,0,5,0
1544,3,10,0,0,22,0
1545,3,16,0,0,17,0
1546,7,35,0,0,40,0
1547,1,4,0,0,8,0
1548,2,6,0,0,8,0
1549,1,5,0,0,6,0
1550,2,8,0,0,11,0
1551,6,25,0,0,26,0
1552,18,91,0,0,128,0
1553,2,10,0,0,11,0
1554,4,14,0,0,13,0
1555,5,16,0,0,20,0
1556,1,5,0,0,6,0
1557,1,5,0,0,6,0
1558,1,3,0,0,4,0
1559,10,23,0,0,46,0
1560,17,56,0,0,62,0
1561,1,4,0,0,5,0
1562,4,9,0,0,10,0
1563,2,6,0,0,7,0
1564,2,17,0,0,20,0
1565,3,18,0,0,21,0
1566,6,17,0,0,24,0
1567,8,44,0,0,50,0
1568,4,15,0,0,16,0
1569,1,6,0,0,7,0
1570,1,6,0,0,7,0
1571,1,8,0,0,10,0
1572,2,23,0,0,26,0
1573,2,7,0,0,10,0
1574,3,10,0,0,12,0
1575,8,34,0,0,335,0
1576,3,11,0,0,12,0
1577,7,30,0,0,42,0
1578,2,6,0,0,11,0
1579,3,15,0,0,16,0
1580,3,8,0,0,9,0
1581,2,8,0,0,9,0
1582,1,6,0,0,7,0
1583,1,3,0,0,4,0
1584,1,6,0,0,7,0
1585,5,11,0,0,29,0
1586,6,28,0,0,29,0
1587,7,27,0,0,29,0
1588,2,8,0,0,12,0
1589,3,11,0,0,12,0
1590,3,17,0,0,20,0
1591,2,10,0,0,12,0
1592,5,22,0,0,20,0
1593,1,32,0,0,33,0
1594,3,10,0,0,11,0
1595,3,13,0,0,31,0
1596,4,12,0,0,15,0
1597,2,7,0,0,8,0
1598,2,9,0,0,10,0
1599,18,66,0,0,87,0
1600,3,19,0,0,23,0
1601,1,13,0,0,14,0
1602,7,26,0,0,27,0
1603,5,25,0,0,27,0
1604,4,13,0,0,10,0
1605,22,77,0,0,97,0
1606,6,24,0,0,27,0
1607,4,15,0,0,29,0
1608,1,7,0,0,9,0
1609,2,13,0,0,19,0
1610,1,5,0,0,4,0
1611,2,6,0,0,8,0
1612,4,6,0,0,9,0
1613,2,11,0,0,13,0
1614,2,6,0,0,7,0
1615,2,3,0,0,4,0
1616,2,14,0,0,15,0
1617,1,3,0,0,4,0
1618,3,18,0,0,23,0
1619,15,98,0,0,97,0
1620,1,5,0,0,6,0
1621,2,7,0,0,11,0
1622,2,8,0,0,9,0
1623,1,4,0,0,5,0
1624,2,10,0,0,12,0
1625,1,12,0,0,13,0
1626,1,4,0,0,5,0
1627,2,10,0,0,11,0
1628,2,8,0,0,9,0
1629,4,14,0,0,17,0
1630,6,21,0,0,66,0
1631,2,12,0,0,13,0
1632,3,11,0,0,13,0
1633,1,12,0,0,16,0
1634,1,3,0,0,4,0
1635,2,6,0,0,7,0
1636,1,4,0,0,6,0
1637,2,7,0,0,8,0
1638,1,4,0,0,5,0
1639,3,17,0,0,26,0
1640,1,4,0,0,9,0
1641,9,39,0,0,45,0
1642,1,12,0,0,13,0
1643,1,4,0,0,4,0
1644,1,24,0,0,26,0
1645,3,8,0,0,9,0
1646,1,3,0,0,4,0
1647,2,10,0,0,13,0
1648,1,3,0,0,4,0
1649,3,22,0,0,33,0
1650,11,39,0,0,49,0
1651,3,12,0,0,13,0
1652,1,4,0,0,5,0
1653,1,3,0,0,4,0
1654,1,4,0,0,8,0
1655,3,9,0,0,10,0
1656,2,8,0,0,9,0
1657,5,13,0,0,14,0
1658,2,8,0,0,9,0
1659,2,6,0,0,10,0
1660,3,13,0,0,13,0
1661,12,32,0,0,33,0
1662,7,31,0,0,29,0
1663,3,10,0,0,12,0
1664,2,6,0,0,7,0
1665,2,6,0,0,6,0
1666,7,26,0,0,27,0
1667,1,5,0,0,7,0
1668,6,11,0,0,12,0
1669,5,14,0,0,16,1
1670,1,5,0,0,5,0
1671,2,7,0,0,8,0
1672,5,21,0,0,27,0
1673,3,5,0,0,6,0
1674,2,7,0,0,8,0
1675,2,8,0,0,11,0
1676,1,6,0,0,6,0
1677,2,15,0,0,15,0
1678,2,13,1,0,14,0
1679,1,3,0,0,4,0
1680,2,9,0,0,14,0
1681,2,6,0,0,9,0
1682,1,10,0,0,11,0
1683,3,8,0,0,10,0
1684,1,6,0,0,7,0
1685,2,5,0,0,7,0
1686,7,18,0,0,19,0
1687,5,8,0,0,8,0
1688,2,6,0,0,8,0
1689,5,21,0,0,22,0
1690,2,9,0,0,14,0
1691,1,4,0,0,5,0
1692,2,8,0,0,10,0
1693,3,10,0,0,19,0
1694,1,3,0,0,4,0
1695,2,8,0,0,50,0
1696,1,12,0,0,16,0
1697,2,3,0,0,6,0
1698,1,10,0,0,11,0
1699,1,6,0,0,7,0
1700,8,26,0,0,30,0
1701,1,11,0,0,12,0
1702,3,9,0,0,10,0
1703,2,7,0,0,8,0
1704,4,24,0,0,25,0
1705,1,5,0,0,6,0
1706,3,10,0,0,12,0
1707,2,7,0,0,6,0
1708,1,4,0,0,5,0
1709,1,8,0,0,9,0
1710,3,10,0,0,17,0
1711,2,8,0,0,10,0
1712,2,6,0,0,7,0
1713,1,5,0,0,6,0
1714,2,9,0,0,10,0
1715,1,3,0,0,6,0
1716,1,3,0,0,10,0
1717,11,30,0,0,31,0
1718,6,20,0,0,27,0
1719,2,21,0,0,11,0
1720,3,10,0,0,11,0
1721,3,13,0,0,15,0
1722,1,3,0,0,4,0
1723,3,11,0,0,14,0
1724,5,19,0,0,26,0
1725,2,5,0,0,6,0
1726,1,3,0,0,4,0
1727,20,45,0,0,46,0
1728,2,11,0,0,12,0
1729,1,3,0,0,7,0
1730,2,6,0,0,4,0
1731,3,9,0,0,10,0
1732,1,8,0,0,9,0
1733,4,17,0,0,23,0
1734,3,11,0,0,12,0
1735,3,9,0,0,11,0
1736,1,5,0,0,6,0
1737,3,12,0,0,13,0
1738,4,10,0,0,11,0
1739,1,5,0,0,6,0
1740,1,3,0,0,4,0
1741,13,27,0,0,34,0
1742,5,17,0,0,18,0
1743,6,22,0,0,27,0
1744,2,7,0,0,12,0
1745,16,56,0,0,57,0
1746,4,12,0,0,14,0
1747,4,20,0,0,24,0
1748,2,8,0,0,9,0
1749,12,36,0,0,46,0
1750,2,7,0,0,8,0
1751,3,5,0,0,8,0
1752,1,24,0,0,21,0
1753,10,53,0,0,68,0
1754,5,21,0,0,26,1
1755,1,4,0,0,4,0
1756,2,6,0,0,7,0
1757,1,12,0,0,13,0
1758,3,13,0,0,14,0
1759,2,12,0,0,15,0
1760,1,12,0,0,16,0
1761,2,9,0,0,10,0
1762,10,42,0,0,58,2
1763,2,9,0,0,9,0
1764,1,6,0,0,40,0
1765,2,6,0,0,7,0
1766,1,5,0,0,6,0
1767,3,13,0,0,12,0
1768,3,13,0,0,19,0
1769,8,44,0,0,28,1
1770,2,8,0,0,5,0
1771,2,8,0,0,10,0
1772,7,33,0,0,41,0
1773,1,10,0,0,14,0
1774,4,22,0,0,18,0
1775,2,8,0,0,9,0
1776,5,26,0,0,25,0
1777,1,6,0,0,7,0
1778,1,5,0,0,6,0
1779,1,3,0,0,4,0
1780,1,21,0,0,33,0
1781,5,18,0,0,19,0
1782,1,4,0,0,5,0
1783,2,5,0,0,6,0
1784,2,7,0,0,8,0
1785,1,5,0,0,5,0
1786,6,16,0,0,12,0
1787,3,29,0,0,36,0
1788,2,4,0,0,4,0
1789,3,10,0,0,12,0
1790,4,13,0,0,14,0
1791,1,4,0,0,5,0
1792,1,11,0,0,12,0
1793,2,8,0,0,9,0
1794,3,11,0,0,12,0
1795,1,6,0,0,7,0
1796,21,66,0,0,71,0
1797,2,13,0,0,15,0
1798,2,6,0,0,7,0
1799,1,6,0,0,7,0
1800,1,8,0,0,14,0
1801,74,302,0,0,368,0
1802,6,14,0,0,15,0
1803,2,6,0,0,6,0
1804,1,37,0,0,40,0
1805,2,9,0,0,12,0
1806,6,33,0,0,24,0
1807,3,9,0,0,10,0
1808,1,4,0,0,5,0
1809,1,3,0,0,6,0
1810,13,68,0,0,74,0
1811,4,12,0,0,13,0
1812,1,6,0,0,6,0
1813,1,4,0,0,7,0
1814,2,9,0,0,7,0
1815,6,38,0,0,39,0
1816,1,4,0,0,5,0
1817,3,9,0,0,10,0
1818,2,9,0,0,10,0
1819,6,27,0,0,24,0
1820,1,7,0,0,8,2
1821,5,22,0,0,23,0
1822,4,17,0,0,11,0
1823,5,16,0,0,17,0
1824,6,30,0,0,30,0
1825,1,3,0,0,4,0
1826,2,7,0,0,8,0
1827,4,18,0,0,23,1
1828,2,7,0,0,8,0
1829,3,9,0,0,10,0
1830,1,11,0,0,12,0
1831,1,4,0,0,5,0
1832,2,7,0,0,8,0
1833,5,24,0,0,27,0
1834,2,7,0,0,9,0
1835,2,5,0,0,7,0
1836,3,8,0,0,9,0
1837,4,24,0,0,29,0
1838,2,7,0,0,8,0
1839,7,15,0,0,22,0
1840,1,3,0,0,4,0
1841,1,4,0,0,7,0
1842,3,13,0,0,14,0
1843,2,15,0,0,15,0
1844,14,75,0,0,100,0
1845,2,8,0,0,43,0
1846,4,11,0,0,13,0
1847,3,12,0,0,18,0
1848,1,4,0,0,13,0
1849,3,10,0,0,15,0
1850,1,4,0,0,8,0
1851,2,12,0,0,14,0
1852,1,3,0,0,4,0
1853,9,36,0,0,30,0
1854,8,29,0,0,30,0
1855,1,8,0,0,15,0
1856,1,3,0,0,4,0
1857,2,10,0,0,11,0
1858,3,20,0,0,20,0
1859,5,16,0,0,26,0
1860,2,91,0,0,58,0
1861,1,4,0,0,5,0
1862,1,6,0,0,7,0
1863,11,47,0,0,52,0
1864,1,3,0,0,4,0
1865,1,5,0,0,5,0
1866,4,22,0,0,28,0
1867,4,23,0,0,27,0
1868,1,8,0,0,13,0
1869,7,22,0,0,32,1
1870,5,22,0,0,21,0
1871,1,12,0,0,11,0
1872,1,4,0,0,6,0
1873,2,7,0,0,10,0
1874,2,5,0,0,6,0
1875,2,7,0,0,9,0
1876,3,10,0,0,13,0
1877,1,8,0,0,10,0
1878,1,22,0,0,23,0
1879,2,6,0,0,7,0
1880,1,12,0,0,18,0
1881,11,25,0,0,16,1
1882,3,14,0,0,35,0
1883,4,24,0,0,32,0
1884,1,4,0,0,5,0
1885,2,5,0,0,6,0
1886,3,13,0,0,14,0
1887,4,20,0,0,138,0
1888,4,16,0,0,19,0
1889,4,20,0,0,26,0
1890,9,33,0,0,42,0
1891,2,5,0,0,7,0
1892,12,61,0,0,46,0
1893,1,4,0,0,5,0
1894,2,9,1,0,17,0
1895,9,49,1,0,35,0
1896,1,3,0,0,4,0
1897,2,4,0,0,4,0
1898,4,12,0,0,13,0
1899,7,48,0,0,47,0
1900,9,28,0,0,29,0
1901,8,27,0,0,29,0
1902,2,7,0,0,8,0
1903,1,7,0,0,8,0
1904,3,12,0,0,13,0
1905,1,3,0,0,4,0
1906,9,30,0,0,34,0
1907,1,4,0,0,5,0
1908,3,12,0,0,15,0
1909,1,3,0,0,4,0
1910,10,39,0,0,47,0
1911,1,10,0,0,17,0
1912,2,12,0,0,13,0
1913,4,22,0,0,23,0
1914,1,5,0,0,9,0
1915,17,92,0,0,127,0
1916,3,3,0,0,4,0
1917,1,11,0,0,11,0
1918,1,4,0,0,5,0
1919,1,5,0,0,10,0
1920,2,6,0,0,7,0
1921,6,23,0,0,24,0
1922,2,7,0,0,8,0
1923,2,6,0,0,7,0
1924,3,13,0,0,14,0
1925,1,5,0,0,6,0
1926,1,7,0,0,8,0
1927,2,6,0,0,8,0
1928,8,38,0,1,28,0
1929,1,5,0,0,12,0
1930,3,10,0,0,11,0
1931,1,4,0,0,5,0
1932,1,3,0,0,20,0
1933,1,5,0,0,6,0
1934,1,10,0,0,12,0
1935,2,7,0,0,8,0
1936,1,7,0,0,8,0
1937,2,7,0,0,8,0
1938,6,18,0,0,18,0
1939,1,4,0,0,4,0
1940,2,5,0,0,6,0
1941,3,9,0,0,10,0
1942,4,11,0,0,12,0
1943,3,11,0,0,15,0
1944,1,9,0,0,13,0
1945,1,5,0,0,4,0
1946,1,3,0,0,5,0
1947,6,37,1,0,40,0
1948,2,5,0,0,6,0
1949,12,47,0,0,47,0
1950,2,14,0,0,16,0
1951,1,9,0,0,9,0
1952,2,19,0,0,18,0
1953,5,21,0,0,28,0
1954,3,8,0,0,9,0
1955,1,4,0,0,4,0
1956,1,4,0,0,5,0
1957,1,4,0,0,5,0
1958,2,9,0,0,10,0
1959,1,4,0,0,5,0
1960,3,10,0,0,12,0
1961,1,4,0,0,5,0
1962,2,8,0,0,13,0
1963,2,5,0,0,9,0
1964,1,10,2,0,11,0
1965,6,29,0,0,39,0
1966,5,24,0,0,27,0
1967,1,3,0,0,4,0
1968,3,11,0,0,11,0
1969,2,6,0,0,7,0
1970,2,9,0,0,10,0
1971,1,5,0,0,6,0
1972,1,17,0,0,11,0
1973,2,6,0,0,5,0
1974,1,6,0,0,7,0
1975,3,25,0,0,42,0
1976,1,4,1,0,6,0
1977,3,10,0,0,18,0
1978,3,18,0,0,28,1
1979,1,4,0,0,5,0
1980,1,3,0,0,4,0
1981,3,9,0,0,12,0
1982,1,4,0,0,6,0
1983,2,11,0,0,15,0
1984,4,21,0,0,18,0
1985,1,4,0,0,5,0
1986,2,6,0,0,11,0
1987,2,11,0,0,13,0
1988,1,3,0,0,6,0
1989,9,53,0,0,241,0
1990,3,9,0,0,12,0
1991,2,8,0,0,88,0
1992,3,5,0,0,7,0
1993,2,8,0,0,9,0
1994,5,26,0,0,28,0
1995,7,55,0,0,68,0
1996,2,8,0,0,13,0
1997,1,6,0,0,7,0
1998,2,9,0,0,10,0
1999,5,30,0,0,30,0
2000,1,5,0,0,7,0
2001,6,16,0,0,17,0
2002,13,35,0,0,27,0
2003,1,12,0,0,13,0
2004,2,7,0,0,10,0
2005,10,38,0,0,73,0
2006,4,15,0,0,16,0
2007,3,14,0,0,23,0
2008,1,8,0,0,21,0
2009,2,7,0,0,8,0
2010,2,10,0,0,13,0
2011,1,3,0,0,4,0
2012,1,5,0,0,4,0
2013,2,10,0,0,11,0
2014,5,32,0,0,28,0
2015,2,6,0,0,4,0
2016,28,103,0,0,111,1
2017,3,7,0,0,8,0
2018,5,26,0,0,39,0
2019,5,37,0,0,21,0
2020,2,6,0,0,7,0
2021,3,11,0,0,13,0
2022,7,25,0,0,88,1
2023,2,17,0,0,29,1
2024,2,7,0,0,7,0
2025,2,6,0,0,7,0
2026,4,20,1,0,29,2
2027,2,6,0,0,7,0
2028,2,6,0,0,8,0
2029,2,5,0,0,6,0
2030,3,10,0,0,11,0
2031,1,3,0,0,7,0
2032,2,6,0,0,7,0
2033,6,24,0,0,27,0
2034,1,3,0,0,10,0
2035,1,7,0,0,13,1
2036,2,7,0,0,14,0
2037,1,5,0,0,6,0
2038,1,4,0,0,5,0
2039,2,7,0,0,10,0
2040,8,17,0,0,15,0
2041,1,4,0,0,5,0
2042,2,7,0,0,8,0
2043,3,11,0,0,14,0
2044,13,48,0,0,50,0
2045,7,24,0,0,32,0
2046,4,14,0,0,15,0
2047,17,70,0,0,73,0
2048,1,6,0,0,8,0
2049,2,7,0,0,7,0
2050,1,3,0,0,9,0
2051,11,46,3,4,34,0
2052,7,37,0,0,43,0
2053,11,27,0,0,26,0
2054,8,32,0,0,30,0
2055,2,11,0,0,12,0
2056,1,8,0,0,9,0
2057,4,21,0,0,22,0
2058,1,6,0,0,7,0
2059,1,13,0,0,38,0
2060,4,18,0,0,15,0
2061,1,8,0,1,14,0
2062,10,43,0,0,44,0
2063,1,3,0,0,4,0
2064,2,45,2,0,73,0
2065,2,9,0,0,12,0
2066,17,117,0,0,141,0
2067,6,32,0,0,37,1
2068,2,9,0,0,14,0
2069,1,13,0,0,16,1
2070,3,9,0,0,9,0
2071,3,21,0,0,18,0
2072,5,22,0,0,17,0
2073,1,6,0,0,8,0
2074,1,7,0,0,8,0
2075,2,7,0,0,12,0
2076,3,8,0,0,7,0
2077,2,8,0,0,9,0
2078,2,5,0,0,4,0
2079,2,7,0,0,8,0
2080,2,7,0,0,8,0
2081,3,14,0,0,17,0
2082,1,6,0,0,5,0
2083,4,8,0,0,9,0
2084,1,3,0,0,7,0
2085,16,61,0,0,61,0
2086,2,8,0,0,9,0
2087,14,37,0,0,38,0
2088,4,10,0,0,12,0
2089,2,6,0,0,7,0
2090,8,28,0,0,37,0
2091,2,10,1,0,12,0
2092,3,11,0,0,14,0
2093,5,14,0,0,30,0
2094,4,10,0,0,8,0
2095,2,6,0,0,7,0
2096,6,21,0,0,22,0
2097,4,17,0,0,18,0
2098,1,23,0,0,25,0
2099,1,3,0,0,4,0
2100,2,7,0,0,8,0
2101,1,6,0,0,7,0
2102,3,17,1,0,19,0
2103,2,8,0,0,9,0
2104,2,7,0,0,8,0
2105,2,8,0,0,9,0
2106,3,9,0,0,10,0
2107,1,12,0,0,13,0
2108,2,5,0,0,6,0
2109,1,4,0,0,4,0
2110,3,10,0,0,11,0
2111,10,36,0,0,35,0
2112,3,12,0,0,13,0
2113,1,4,0,0,5,0
2114,1,3,0,0,4,0
2115,4,12,0,0,18,0
2116,3,8,0,0,9,0
2117,5,12,0,0,13,0
2118,1,3,0,0,4,0
2119,1,12,0,0,16,0
2120,1,4,0,0,6,0
2121,1,4,0,0,5,0
2122,1,13,0,0,14,0
2123,1,3,0,0,4,0
2124,2,22,0,0,32,0
2125,1,4,0,0,7,0
2126,3,11,0,0,12,0
2127,2,8,0,0,9,0
2128,5,15,0,0,22,0
2129,1,3,0,1,6,0
2130,2,6,0,0,6,0
2131,2,10,0,0,11,0
2132,1,4,0,0,5,0
2133,3,11,0,0,12,0
2134,1,4,0,0,5,0
2135,3,11,0,0,9,0
2136,1,11,0,0,11,0
2137,2,7,0,0,9,0
2138,2,7,0,0,8,0
2139,2,8,0,0,10,0
2140,1,3,0,0,5,0
2141,5,17,0,0,18,0
2142,1,9,0,0,10,0
2143,8,19,0,0,21,0
2144,2,5,0,0,4,0
2145,1,6,0,0,7,0
2146,2,10,1,0,11,0
2147,4,13,0,0,16,0
2148,2,8,0,0,9,0
2149,1,7,0,0,9,0
2150,2,6,0,0,7,0
2151,2,9,0,0,12,0
2152,8,44,0,0,53,0
2153,3,12,0,0,14,0
2154,3,12,0,0,13,0
2155,2,6,0,0,7,0
2156,9,29,0,0,31,0
2157,3,10,0,0,12,0
2158,1,4,0,0,5,0
2159,2,6,0,0,4,0
2160,3,11,0,0,17,0
2161,10,49,0,0,38,0
2162,1,3,0,0,4,0
2163,1,7,0,0,8,1
2164,10,45,1,1,53,1
2165,2,4,0,0,6,0
2166,1,3,0,0,5,0
2167,1,3,0,0,4,0
2168,1,13,0,0,41,0
2169,2,6,0,0,8,0
2170,2,7,0,0,9,0
2171,3,13,0,0,13,0
2172,1,3,0,0,5,0
2173,2,7,0,0,9,0
2174,2,7,0,0,5,0
2175,28,120,0,0,153,0
2176,17,97,0,0,70,2
2177,4,14,0,0,18,0
2178,1,3,0,0,4,0
2179,1,5,0,0,6,0
2180,2,12,0,0,13,0
2181,3,12,0,0,13,0
2182,2,6,0,0,4,0
2183,2,3,0,0,6,0
2184,2,7,0,0,8,0
2185,2,12,0,0,17,0
2186,1,3,0,0,44,0
2187,1,7,0,0,11,0
2188,3,8,0,0,7,0
2189,1,5,0,0,6,0
2190,1,5,0,0,4,0
2191,3,16,0,0,11,0
2192,3,16,0,0,17,0
2193,3,9,0,0,10,0
2194,5,26,0,0,36,0
2195,2,7,0,0,8,0
2196,2,5,0,0,6,0
2197,1,5,0,0,6,0
2198,2,7,0,0,8,0
2199,2,5,0,0,6,0
2200,2,6,0,0,7,0
2201,1,3,0,0,4,0
2202,3,18,0,0,19,0
2203,22,87,0,0,134,0
2204,1,3,0,0,7,0
2205,3,12,0,0,9,0
