id,McCabeCyclomaticComplexity,LinesOfCodeInCallable,NumberOfLambdaExpressionsInCallable,NumberOfMethodReferencesPerCallable,MeanAuthorCommits,Severity
1502,2,16,0,0,1218.0,0
1503,11,46,0,0,1515.0,2
1504,2,9,0,0,3380.6666666666665,0
1505,1,4,0,0,61.0,0
1506,1,4,0,0,2017.0,0
1507,2,31,0,0,435.0,0
1508,3,8,0,0,2017.0,0
1509,4,11,0,0,2017.0,0
1510,1,8,0,0,230.0,0
1511,4,13,0,0,4113.0,0
1512,1,3,0,0,99.0,0
1513,1,12,0,0,97.0,0
1514,11,44,0,0,693.5,2
1515,1,15,0,0,3829.0,0
1516,10,51,0,0,328.3333333333333,1
1517,2,14,0,0,107.0,0
1518,2,9,0,0,1976.0,0
1519,2,15,0,0,1043.0,0
1520,8,29,0,0,47.0,0
1521,4,34,0,0,37.0,1
1522,3,6,0,0,2058.0,0
1523,1,6,0,0,6.0,0
1524,1,5,0,0,3.0,0
1525,1,3,0,0,109.0,0
1526,1,6,0,0,112.0,0
1527,1,5,0,0,4.0,0
1528,5,22,0,0,3449.0,0
1529,1,6,0,0,1.0,0
1530,9,40,0,0,896.0,2
1531,3,8,0,0,4113.0,0
1532,1,7,0,0,939.5,0
1533,1,3,0,0,892.0,0
1534,1,4,0,0,97.0,0
1535,3,12,0,0,925.5,0
1536,5,19,0,0,1114.0,0
1537,2,7,0,0,183.5,0
1538,3,10,0,0,5990.0,0
1539,2,11,0,0,236.0,0
1540,3,13,0,0,51.0,0
1541,6,26,1,0,18.0,1
1542,5,3,0,0,1029.0,0
1543,1,3,0,0,1.0,0
1544,2,10,0,0,3829.0,0
1545,4,15,0,0,45.0,0
1546,3,24,0,0,457.0,0
1547,3,8,0,0,247.0,0
1548,1,7,0,0,34.0,0
1549,10,34,0,0,4113.0,2
1550,1,16,0,0,7.0,0
1551,1,4,0,0,36.0,0
1552,9,65,0,0,11.0,2
1553,1,4,0,0,22.0,0
1554,1,4,0,0,51.0,0
1555,3,10,0,0,1819.0,0
1556,3,16,0,0,5971.5,0
1557,7,35,0,0,144.0,0
1558,1,4,0,0,304.0,0
1559,2,6,0,0,1819.0,0
1560,1,5,0,0,239.0,0
1561,2,8,0,0,1551.5,0
1562,6,25,0,0,21.0,0
1563,18,91,0,0,1047.0,3
1564,2,10,0,0,235.0,0
1565,4,14,0,0,4488.5,0
1566,5,16,0,0,1127.0,1
1567,1,5,0,0,702.0,0
1568,1,5,0,0,69.0,0
1569,1,3,0,0,270.5,0
1570,10,23,0,0,914.0,2
1571,17,56,0,0,12.666666666666666,2
1572,1,4,0,0,628.0,0
1573,4,9,0,0,4094.0,0
1574,2,6,0,0,1934.0,0
1575,2,17,0,0,46.0,0
1576,3,18,0,0,1135.0,1
1577,6,17,0,0,1197.0,0
1578,8,44,0,0,2233.0,2
1579,4,15,0,0,209.0,0
1580,1,6,0,0,349.0,0
1581,1,6,0,0,216.5,0
1582,1,8,0,0,3829.0,0
1583,2,23,0,0,2933.0,0
1584,2,7,0,0,3829.0,0
1585,3,10,0,0,5582.5,0
1586,8,34,0,0,179.66666666666666,2
1587,3,11,0,0,129.0,0
1588,7,30,0,0,2028.0,1
1589,2,6,0,0,56.0,0
1590,3,15,0,0,1847.0,0
1591,3,8,0,0,286.0,0
1592,2,8,0,0,585.0,0
1593,1,6,0,0,135.0,0
1594,1,3,0,0,5990.0,0
1595,1,6,0,0,39.0,0
1596,5,11,0,0,511.0,0
1597,6,28,0,0,258.0,0
1598,7,27,0,0,170.33333333333334,0
1599,2,8,0,0,2728.0,0
1600,3,11,0,0,3829.0,0
1601,3,17,0,0,884.0,0
1602,2,10,0,0,310.0,0
1603,5,22,0,0,1019.5,0
1604,1,32,0,0,3444.0,1
1605,3,10,0,0,1505.0,0
1606,3,13,0,0,109.0,0
1607,4,12,0,0,914.0,0
1608,2,7,0,0,38.0,0
1609,2,9,0,0,34.0,0
1610,18,66,0,0,138.0,2
1611,3,19,0,0,793.0,0
1612,1,13,0,0,1758.0,0
1613,7,26,0,0,7246.0,0
1614,5,25,0,0,62.5,0
1615,4,13,0,0,2061.0,0
1616,22,77,0,0,1690.5,2
1617,6,24,0,0,23630.0,0
1618,4,15,0,0,725.75,0
1619,1,7,0,0,219.0,0
1620,2,13,0,0,32.0,0
1621,1,5,0,0,1268.6666666666667,0
1622,2,6,0,0,77.0,0
1623,4,6,0,0,1342.8333333333333,0
1624,2,11,0,0,1711.0,0
1625,2,6,0,0,6.0,0
1626,2,3,0,0,109.0,0
1627,2,14,0,0,28.0,0
1628,1,3,0,0,5146.0,0
1629,3,18,0,0,80.0,0
1630,15,98,0,0,560.6,2
1631,1,5,0,0,82.0,0
1632,2,7,0,0,1789.0,0
1633,2,8,0,0,6234.5,0
1634,1,4,0,0,2.0,0
1635,2,10,0,0,965.5,0
1636,1,12,0,0,4892.0,0
1637,1,4,0,0,146.0,0
1638,2,10,0,0,89.0,0
1639,2,8,0,0,89.0,0
1640,4,14,0,0,1974.0,0
1641,6,21,0,0,417.5,0
1642,2,12,0,0,1346.0,0
1643,3,11,0,0,1218.0,0
1644,1,12,0,0,97.0,0
1645,1,3,0,0,1380.5,0
1646,2,6,0,0,4.0,0
1647,1,4,0,0,818.0,0
1648,2,7,0,0,36.0,0
1649,1,4,0,0,3829.0,0
1650,3,17,0,0,364.0,0
1651,1,4,0,0,1758.0,0
1652,9,39,0,0,80.0,0
1653,1,12,0,0,4892.0,0
1654,1,4,0,0,1780.0,0
1655,1,24,0,0,265.0,0
1656,3,8,0,0,1118.0,0
1657,1,3,0,0,2731.0,0
1658,2,10,0,0,1541.0,0
1659,1,3,0,0,1642.0,0
1660,3,22,0,0,570.0,0
1661,11,39,0,0,105.0,0
1662,3,12,0,0,64.0,0
1663,1,4,0,0,405.0,0
1664,1,3,0,0,609.0,0
1665,1,4,0,0,171.0,0
1666,3,9,0,0,294.0,0
1667,2,8,0,0,131.0,0
1668,5,13,0,0,2542.0,0
1669,2,8,0,0,1051.0,0
1670,2,6,0,0,1729.0,0
1671,3,13,0,0,3872.0,0
1672,12,32,0,0,66.0,1
1673,7,31,0,0,305.0,1
1674,3,10,0,0,110.5,0
1675,2,6,0,0,1054.0,0
1676,2,6,0,0,501.6,0
1677,7,26,0,0,3829.0,1
1678,1,5,0,0,704.3333333333334,0
1679,6,11,0,0,281.0,0
1680,5,14,0,0,139.0,0
1681,1,5,0,0,61.0,0
1682,2,7,0,0,141.5,0
1683,5,21,0,0,121.0,1
1684,3,5,0,0,1007.0,0
1685,2,7,0,0,5.0,0
1686,2,8,0,0,124.0,0
1687,1,6,0,0,42.5,0
1688,2,15,0,0,66.0,1
1689,2,13,1,0,101.0,0
1690,1,3,0,0,28.0,0
1691,2,9,0,0,2177.0,0
1692,2,6,0,0,1489.5,0
1693,1,10,0,0,799.0,0
1694,3,8,0,0,100.0,0
1695,1,6,0,0,4113.0,0
1696,2,5,0,0,846.0,0
1697,7,18,0,0,3836.0,0
1698,5,8,0,0,890.0,0
1699,2,6,0,0,26.0,0
1700,5,21,0,0,23.0,1
1701,2,9,0,0,3829.0,0
1702,1,4,0,0,2017.0,0
1703,2,8,0,0,155.0,0
1704,3,10,0,0,1452.0,0
1705,1,3,0,0,27.5,0
1706,2,8,0,0,1197.0,0
1707,1,12,0,0,426.5,0
1708,2,3,0,0,9140.0,0
1709,1,10,0,0,8.0,0
1710,1,6,0,0,19.0,0
1711,8,26,0,0,425.6666666666667,1
1712,1,11,0,0,1633.5,0
1713,3,9,0,0,183.0,0
1714,2,7,0,0,3829.0,0
1715,4,24,0,0,552.6666666666666,0
1716,1,5,0,0,3.0,0
1717,3,10,0,0,1530.0,0
1718,2,7,0,0,561.5,0
1719,1,4,0,0,622.0,0
1720,1,8,0,0,118.0,0
1721,3,10,0,0,1515.0,0
1722,2,8,0,0,1.0,0
1723,2,6,0,0,3829.0,0
1724,1,5,0,0,117.0,0
1725,2,9,0,0,55.0,0
1726,1,3,0,0,162.0,0
1727,1,3,0,0,506.0,0
1728,11,30,0,0,1504.3333333333333,2
1729,6,20,0,0,314.0,1
1730,2,21,0,0,979.6666666666666,0
1731,3,10,0,0,3829.0,0
1732,3,13,0,0,94.0,0
1733,1,3,0,0,44.5,0
1734,3,11,0,0,3829.0,0
1735,5,19,0,0,23630.0,1
1736,2,5,0,0,3323.0,0
1737,1,3,0,0,946.0,0
1738,20,45,0,0,7267.5,1
1739,2,11,0,0,3829.0,0
1740,1,3,0,0,1.0,0
1741,2,6,0,0,17014.0,0
1742,3,9,0,0,1127.0,0
1743,1,8,0,0,1887.0,0
1744,4,17,0,0,61.0,1
1745,3,11,0,0,23.5,0
1746,3,9,0,0,3829.0,0
1747,1,5,0,0,1790.0,0
1748,3,12,0,0,1379.0,0
1749,4,10,0,0,2152.0,0
1750,1,5,0,0,659.0,0
1751,1,3,0,0,1.0,0
1752,13,27,0,0,191.5,1
1753,5,17,0,0,585.0,0
1754,6,22,0,0,1616.6666666666667,1
1755,2,7,0,0,1515.0,0
1756,16,56,0,0,4879.5,2
1757,4,12,0,0,230.0,0
1758,4,20,0,0,12871.0,0
1759,2,8,0,0,513.5,0
1760,12,36,0,0,679.0,1
1761,2,7,0,0,17014.0,0
1762,3,5,0,0,6234.5,0
1763,1,24,0,0,522.0,0
1764,10,53,0,0,3829.0,2
1765,5,21,0,0,1729.0,1
1766,1,4,0,0,2578.0,0
1767,2,6,0,0,1758.0,0
1768,1,12,0,0,4892.0,0
1769,3,13,0,0,1515.0,0
1770,2,12,0,0,61.0,0
1771,1,12,0,0,439.6666666666667,0
1772,2,9,0,0,49.0,0
1773,10,42,0,0,281.5,1
1774,2,9,0,0,131.5,0
1775,1,6,0,0,141.25,0
1776,2,6,0,0,161.0,0
1777,1,5,0,0,28.0,0
1778,3,13,0,0,805.0,0
1779,3,13,0,0,1336.0,0
1780,8,44,0,0,1401.0,2
1781,2,8,0,0,238.5,0
1782,2,8,0,0,138.5,0
1783,7,33,0,0,1899.25,2
1784,1,10,0,0,811.5,0
1785,4,22,0,0,308.0,1
1786,2,8,0,0,1.0,0
1787,5,26,0,0,1010.5,1
1788,1,6,0,0,1301.5,0
1789,1,5,0,0,7646.0,0
1790,1,3,0,0,107.0,0
1791,1,21,0,0,361.0,1
1792,5,18,0,0,30.0,0
1793,1,4,0,0,3829.0,0
1794,2,5,0,0,2028.0,0
1795,2,7,0,0,222.0,0
1796,1,5,0,0,99.5,0
1797,6,16,0,0,17014.0,0
1798,3,29,0,0,11.0,1
1799,2,4,0,0,1714.0,0
1800,3,10,0,0,4.0,0
1801,4,13,0,0,563.5,0
1802,1,4,0,0,1819.0,0
1803,1,11,0,0,458.0,0
1804,2,8,0,0,33.0,0
1805,3,11,0,0,1112.0,0
1806,1,6,0,0,8525.0,0
1807,21,66,0,0,440.4,3
1808,2,13,0,0,1400.5,0
1809,2,6,0,0,36.0,0
1810,1,6,0,0,3018.0,0
1811,1,8,0,0,358.0,0
1812,74,302,0,0,475.5,3
1813,6,14,0,0,1340.0,1
1814,2,6,0,0,1097.0,0
1815,1,37,0,0,2142.0,0
1816,2,9,0,0,1733.5,0
1817,6,33,0,0,749.0,1
1818,3,9,0,0,149.0,0
1819,1,4,0,0,66.0,0
1820,1,3,0,0,411.0,0
1821,13,68,0,0,21.0,1
1822,4,12,0,0,170.0,0
1823,1,6,0,0,235.0,0
1824,1,4,0,0,911.0,0
1825,2,9,0,0,57.0,0
1826,6,38,0,0,1729.0,1
1827,1,4,0,0,2017.0,0
1828,3,9,0,0,14.0,0
1829,2,9,0,0,903.0,0
1830,6,27,0,0,453.0,1
1831,1,7,0,0,93.0,0
1832,5,22,0,0,2022.5,0
1833,4,17,0,0,656.6666666666666,0
1834,5,16,0,0,3829.0,0
1835,6,30,0,0,144.0,0
1836,1,3,0,0,388.0,0
1837,2,7,0,0,1425.0,0
1838,4,18,0,0,956.0,0
1839,2,7,0,0,28.0,0
1840,3,9,0,0,1273.0,0
1841,1,11,0,0,161.0,0
1842,1,4,0,0,388.0,0
1843,2,7,0,0,429.0,0
1844,5,24,0,0,73.5,1
1845,2,7,0,0,161.0,0
1846,2,5,0,0,3829.0,0
1847,3,8,0,0,37.0,0
1848,4,24,0,0,112.25,0
1849,2,7,0,0,3829.0,0
1850,7,15,0,0,2349.0,0
1851,1,3,0,0,161.0,0
1852,1,4,0,0,13.0,0
1853,3,13,0,0,1293.0,0
1854,2,15,0,0,170.0,0
1855,14,75,0,0,3829.0,2
1856,2,8,0,0,1091.3333333333333,0
1857,4,11,0,0,112.0,0
1858,3,12,0,0,4348.666666666667,0
1859,1,4,0,0,859.5,0
1860,3,10,0,0,350.0,0
1861,1,4,0,0,1980.0,0
1862,2,12,0,0,766.0,0
1863,1,3,0,0,237.0,0
1864,9,36,0,0,251.5,1
1865,8,29,0,0,278.0,1
1866,1,8,0,0,22.0,0
1867,1,3,0,0,79.0,0
1868,2,10,0,0,162.0,0
1869,3,20,0,0,129.0,0
1870,5,16,0,0,1819.0,1
1871,2,91,0,0,1053.0,0
1872,1,4,0,0,500.0,0
1873,1,6,0,0,6.0,0
1874,11,47,0,0,6.0,2
1875,1,3,0,0,4360.0,0
1876,1,5,0,0,457.0,0
1877,4,22,0,0,858.5,0
1878,4,23,0,0,107.0,0
1879,1,8,0,0,1379.0,0
1880,7,22,0,0,811.0,1
1881,5,22,0,0,3829.0,0
1882,1,12,0,0,733.0,0
1883,1,4,0,0,327.0,0
1884,2,7,0,0,60.5,0
1885,2,5,0,0,485.0,0
1886,2,7,0,0,209.0,0
1887,3,10,0,0,419.0,0
1888,1,8,0,0,316.0,0
1889,1,22,0,0,179.0,0
1890,2,6,0,0,61.0,0
1891,1,12,0,0,1175.0,0
1892,11,25,0,0,109.0,1
1893,3,14,0,0,805.5,0
1894,4,24,0,0,310.0,1
1895,1,4,0,0,1112.0,0
1896,2,5,0,0,3093.0,0
1897,3,13,0,0,1515.0,0
1898,4,20,0,0,1840.3333333333333,1
1899,4,16,0,0,9.0,0
1900,4,20,0,0,133.0,1
1901,9,33,0,0,18.0,1
1902,2,5,0,0,579.0,0
1903,12,61,0,0,1214.0,2
1904,1,4,0,0,152.0,0
1905,2,9,1,0,1198.3333333333333,0
1906,9,49,1,0,874.5,2
1907,1,3,0,0,1.0,0
1908,2,4,0,0,2349.0,0
1909,4,12,0,0,3444.0,0
1910,7,48,0,0,2094.333333333333,0
1911,9,28,0,0,17014.0,0
1912,8,27,0,0,451.0,1
1913,2,7,0,0,111.0,0
1914,1,7,0,0,703.0,0
1915,3,12,0,0,3132.0,0
1916,1,3,0,0,1396.0,0
1917,9,30,0,0,63.0,1
1918,1,4,0,0,843.5,0
1919,3,12,0,0,1.0,0
1920,1,3,0,0,545.5,0
1921,10,39,0,0,635.5,1
1922,1,10,0,0,1267.0,0
1923,2,12,0,0,475.5,0
1924,4,22,0,0,96.0,0
1925,1,5,0,0,77.0,0
1926,17,92,0,0,112.0,2
1927,3,3,0,0,168.5,0
1928,1,11,0,0,3829.0,0
1929,1,4,0,0,433.0,0
1930,1,5,0,0,421.0,0
1931,2,6,0,0,16.0,0
1932,6,23,0,0,903.0,0
1933,2,7,0,0,151.0,0
1934,2,6,0,0,61.0,0
1935,3,13,0,0,586.0,0
1936,1,5,0,0,3829.0,0
1937,1,7,0,0,1097.0,0
1938,2,6,0,0,933.0,0
1939,8,38,0,1,3829.0,1
1940,1,5,0,0,1236.0,0
1941,3,10,0,0,842.5,0
1942,1,4,0,0,176.0,0
1943,1,3,0,0,304.0,0
1944,1,5,0,0,3829.0,0
1945,1,10,0,0,1819.0,0
1946,2,7,0,0,76.0,0
1947,1,7,0,0,3829.0,0
1948,2,7,0,0,879.0,0
1949,6,18,0,0,1251.0,0
1950,1,4,0,0,1718.0,0
1951,2,5,0,0,231.0,0
1952,3,9,0,0,785.0,0
1953,4,11,0,0,1515.0,0
1954,3,11,0,0,3581.0,0
1955,1,9,0,0,656.0,0
1956,1,5,0,0,1288.0,0
1957,1,3,0,0,2675.0,0
1958,6,37,1,0,169.0,1
1959,2,5,0,0,343.0,0
1960,12,47,0,0,883.0,2
1961,2,14,0,0,285.1666666666667,0
1962,1,9,0,0,988.5,0
1963,2,19,0,0,3829.0,1
1964,5,21,0,0,109.0,0
1965,3,8,0,0,398.0,0
1966,1,4,0,0,80.0,0
1967,1,4,0,0,396.0,0
1968,1,4,0,0,154.0,0
1969,2,9,0,0,5146.0,0
1970,1,4,0,0,4892.0,0
1971,3,10,0,0,516.0,0
1972,1,4,0,0,49.0,0
1973,2,8,0,0,3.0,0
1974,2,5,0,0,630.5,0
1975,1,10,2,0,207.5,0
1976,6,29,0,0,107.0,0
1977,5,24,0,0,112.0,0
1978,1,3,0,0,5.0,0
1979,3,11,0,0,541.4545454545455,0
1980,2,6,0,0,20.0,0
1981,2,9,0,0,9.0,0
1982,1,5,0,0,5146.0,0
1983,1,17,0,0,428.4,0
1984,2,6,0,0,3266.0,0
1985,1,6,0,0,649.0,0
1986,3,25,0,0,188.5,0
1987,1,4,1,0,187.0,0
1988,3,10,0,0,2028.0,0
1989,3,18,0,0,1541.0,1
1990,1,4,0,0,36.0,0
1991,1,3,0,0,747.0,0
1992,3,9,0,0,141.5,0
1993,1,4,0,0,62.5,0
1994,2,11,0,0,989.0,0
1995,4,21,0,0,4093.3333333333335,0
1996,1,4,0,0,436.3333333333333,0
1997,2,6,0,0,5124.5,0
1998,2,11,0,0,3829.0,0
1999,1,3,0,0,3829.0,0
2000,9,53,0,0,858.0,2
2001,3,9,0,0,4945.5,0
2002,2,8,0,0,1627.0,0
2003,3,5,0,0,1070.888888888889,0
2004,2,8,0,0,310.0,0
2005,5,26,0,0,1974.0,0
2006,7,55,0,0,755.5,0
2007,2,8,0,0,426.0,0
2008,1,6,0,0,4892.0,0
2009,2,9,0,0,2020.0,0
2010,5,30,0,0,29.0,1
2011,1,5,0,0,145.0,0
2012,6,16,0,0,2152.0,0
2013,13,35,0,0,1202.8,0
2014,1,12,0,0,2319.0,0
2015,2,7,0,0,4.0,0
2016,10,38,0,0,1.0,2
2017,4,15,0,0,286.6666666666667,0
2018,3,14,0,0,258.0,0
2019,1,8,0,0,63.0,0
2020,2,7,0,0,1731.0,0
2021,2,10,0,0,3.0,0
2022,1,3,0,0,44.5,0
2023,1,5,0,0,82.0,0
2024,2,10,0,0,1144.0,0
2025,5,32,0,0,113.11111111111111,1
2026,2,6,0,0,1179.5,0
2027,28,103,0,0,9.0,2
2028,3,7,0,0,526.0,0
2029,5,26,0,0,640.8,1
2030,5,37,0,0,6091.0,2
2031,2,6,0,0,3444.0,0
2032,3,11,0,0,107.0,0
2033,7,25,0,0,57.66666666666666,2
2034,2,17,0,0,1758.0,1
2035,2,7,0,0,6234.5,0
2036,2,6,0,0,268.0,0
2037,4,20,1,0,81.0,1
2038,2,6,0,0,180.0,0
2039,2,6,0,0,2587.5,0
2040,2,5,0,0,49.0,0
2041,3,10,0,0,388.0,0
2042,1,3,0,0,804.0,0
2043,2,6,0,0,3829.0,0
2044,6,24,0,0,28.0,0
2045,1,3,0,0,1218.0,0
2046,1,7,0,0,261.2,0
2047,2,7,0,0,3829.0,0
2048,1,5,0,0,1330.0,0
2049,1,4,0,0,2017.0,0
2050,2,7,0,0,3829.0,0
2051,8,17,0,0,660.5,1
2052,1,4,0,0,28.0,0
2053,2,7,0,0,3829.0,0
2054,3,11,0,0,1335.0,0
2055,13,48,0,0,287.5,2
2056,7,24,0,0,388.0,1
2057,4,14,0,0,1429.0,0
2058,17,70,0,0,839.0,2
2059,1,6,0,0,37.0,0
2060,2,7,0,0,3.0,0
2061,1,3,0,0,1711.0,0
2062,11,46,3,4,391.0,2
2063,7,37,0,0,82.0,2
2064,11,27,0,0,105.0,1
2065,8,32,0,0,144.0,1
2066,2,11,0,0,365.5,0
2067,1,8,0,0,1377.0,0
2068,4,21,0,0,2853.0,1
2069,1,6,0,0,764.5,0
2070,1,13,0,0,2366.0,0
2071,4,18,0,0,377.8,1
2072,1,8,0,1,366.0,0
2073,10,43,0,0,51.0,1
2074,1,3,0,0,3423.5,0
2075,2,45,2,0,429.3333333333333,2
2076,2,9,0,0,25.0,0
2077,17,117,0,0,112.0,2
2078,6,32,0,0,432.375,1
2079,2,9,0,0,793.0,0
2080,1,13,0,0,163.0,0
2081,3,9,0,0,914.3333333333334,0
2082,3,21,0,0,4917.0,0
2083,5,22,0,0,1172.3333333333333,1
2084,1,6,0,0,166.0,0
2085,1,7,0,0,656.5,0
2086,2,7,0,0,1299.0,0
2087,3,8,0,0,211.0,0
2088,2,8,0,0,43.25,0
2089,2,5,0,0,3829.0,0
2090,2,7,0,0,3829.0,0
2091,2,7,0,0,3545.5,0
2092,3,14,0,0,1210.5,0
2093,1,6,0,0,395.5,0
2094,4,8,0,0,1051.0,0
2095,1,3,0,0,819.0,0
2096,16,61,0,0,1803.0,2
2097,2,8,0,0,119.0,0
2098,14,37,0,0,131.0,2
2099,4,10,0,0,58.0,0
2100,2,6,0,0,1043.0,0
2101,8,28,0,0,793.0,1
2102,2,10,1,0,1064.0,0
2103,3,11,0,0,342.25,0
2104,5,14,0,0,886.25,1
2105,4,10,0,0,3535.0,0
2106,2,6,0,0,355.0,0
2107,6,21,0,0,693.5,1
2108,4,17,0,0,236.0,0
2109,1,23,0,0,3829.0,1
2110,1,3,0,0,1.0,0
2111,2,7,0,0,295.0,0
2112,1,6,0,0,148.0,0
2113,3,17,1,0,37.0,1
2114,2,8,0,0,3829.0,0
2115,2,7,0,0,604.0,0
2116,2,8,0,0,4709.0,0
2117,3,9,0,0,4261.0,0
2118,1,12,0,0,1758.0,0
2119,2,5,0,0,1380.5,0
2120,1,4,0,0,268.0,0
2121,3,10,0,0,2.0,0
2122,10,36,0,0,186.66666666666663,2
2123,3,12,0,0,1.0,0
2124,1,4,0,0,4.0,0
2125,1,3,0,0,1401.0,0
2126,4,12,0,0,162.0,0
2127,3,8,0,0,3323.0,0
2128,5,12,0,0,14.0,0
2129,1,3,0,0,24.0,0
2130,1,12,0,0,579.0,0
2131,1,4,0,0,1044.0,0
2132,1,4,0,0,687.0,0
2133,1,13,0,0,1758.0,0
2134,1,3,0,0,162.0,0
2135,2,22,0,0,29.0,0
2136,1,4,0,0,1819.0,0
2137,3,11,0,0,183.0,0
2138,2,8,0,0,197.0,0
2139,5,15,0,0,428.25,0
2140,1,3,0,1,1790.0,0
2141,2,6,0,0,34.0,0
2142,2,10,0,0,785.0,0
2143,1,4,0,0,1546.0,0
2144,3,11,0,0,3829.0,0
2145,1,4,0,0,1819.0,0
2146,3,11,0,0,285.5,0
2147,1,11,0,0,212.5,0
2148,2,7,0,0,378.6666666666667,0
2149,2,7,0,0,45.0,0
2150,2,8,0,0,500.0,0
2151,1,3,0,0,1819.0,0
2152,5,17,0,0,3829.0,0
2153,1,9,0,0,30.0,0
2154,8,19,0,0,1515.0,0
2155,2,5,0,0,864.3333333333334,0
2156,1,6,0,0,1248.6666666666667,0
2157,2,10,1,0,890.0,0
2158,4,13,0,0,14.0,0
2159,2,8,0,0,1212.5,0
2160,1,7,0,0,21.0,0
2161,2,6,0,0,3829.0,0
2162,2,9,0,0,259.6666666666667,0
2163,8,44,0,0,1.0,2
2164,3,12,0,0,152.66666666666666,0
2165,3,12,0,0,1332.5,0
2166,2,6,0,0,57.0,0
2167,9,29,0,0,1852.0,1
2168,3,10,0,0,3829.0,0
2169,1,4,0,0,70.0,0
2170,2,6,0,0,403.0,0
2171,3,11,0,0,579.0,0
2172,10,49,0,0,726.8,1
2173,1,3,0,0,4462.0,0
2174,1,7,0,0,238.0,0
2175,10,45,1,1,131.0,1
2176,2,4,0,0,1340.0,0
2177,1,3,0,0,116.5,0
2178,1,3,0,0,248.5,0
2179,1,13,0,0,543.6666666666666,0
2180,2,6,0,0,66.0,0
2181,2,7,0,0,1637.0,0
2182,3,13,0,0,1407.0,0
2183,1,3,0,0,1711.0,0
2184,2,7,0,0,247.0,0
2185,2,7,0,0,197.66666666666663,0
2186,28,120,0,0,140.5,3
2187,17,97,0,0,1676.0,3
2188,4,14,0,0,217.0,0
2189,1,3,0,0,63.0,0
2190,1,5,0,0,13.0,0
2191,2,12,0,0,172.0,0
2192,3,12,0,0,1141.0,0
2193,2,6,0,0,116.5,0
2194,2,3,0,0,2066.0,0
2195,2,7,0,0,448.0,0
2196,2,12,0,0,31.0,1
2197,1,3,0,0,999.0,1
2198,1,7,0,0,1248.0,0
2199,3,8,0,0,1306.3333333333333,0
2200,1,5,0,0,367.0,0
2201,1,5,0,0,3829.0,0
2202,3,16,0,0,203.0,0
2203,3,16,0,0,461.0,0
2204,3,9,0,0,292.0,0
2205,5,26,0,0,3829.0,1
2206,2,7,0,0,15.0,0
2207,2,5,0,0,172.0,0
2208,1,5,0,0,151.0,0
2209,2,7,0,0,1447.0,0
2210,2,5,0,0,2675.0,0
2211,2,6,0,0,1030.0,0
2212,1,3,0,0,12.0,0
2213,3,18,0,0,45.0,0
2214,22,87,0,0,602.1,3
2215,1,3,0,0,1060.0,0
2216,3,12,0,0,1530.0,1
